policynumber,age,numberofclaims,ncdlevel19,ncdlevel20
2482,54,0,-1,0
2483,54,0,1,2
2484,23,0,2,2
2485,53,1,1,0
2486,52,0,0,1
2487,50,0,2,2
2488,52,0,2,2
2489,53,0,2,2
2490,23,0,1,2
2491,21,0,1,2
2492,51,0,-2,-1
2493,25,0,-1,0
2494,20,1,1,0
2495,21,0,2,2
2496,53,0,-1,0
2497,53,1,1,0
2498,25,0,1,2
2499,55,0,-1,0
2500,21,0,0,1
2501,22,0,0,1
2502,24,0,-1,0
2503,20,0,-1,0
2504,25,0,2,2
2505,21,0,-2,-1
2506,25,0,-2,-1
2507,23,0,1,2
2508,24,0,-2,-1
2509,52,1,-2,-2
2510,51,0,-1,0
2511,20,0,1,2
2512,24,0,-1,0
2513,52,0,-2,-1
2514,54,0,-2,-1
2515,52,0,2,2
2516,54,0,1,2
2517,20,0,1,2
2518,22,0,-1,0
2519,23,0,2,2
2520,51,0,0,1
2521,25,0,-2,-1
2522,53,0,-1,0
2523,52,0,2,2
2524,54,0,1,2
2525,23,0,0,1
2526,24,1,2,1
2527,24,0,0,1
2528,52,0,0,1
2529,50,0,-1,0
2530,24,1,1,0
2531,23,0,1,2
2532,22,0,-1,0
2533,23,0,-2,-1
2534,51,0,-1,0
2535,21,1,-2,-2
2536,54,0,1,2
2537,53,0,1,2
2538,21,0,1,2
2539,54,1,-2,-2
2540,24,1,-2,-2
2541,50,0,-1,0
2542,55,0,2,2
2543,21,0,-1,0
2544,22,0,-1,0
2545,52,0,1,2
2546,52,1,0,-1
2547,50,0,1,2
2548,24,1,0,-1
2549,22,0,-2,-1
2550,53,0,-2,-1
2551,53,0,2,2
2552,52,0,1,2
2553,22,0,2,2
2554,25,0,0,1
2555,54,0,2,2
2556,51,0,0,1
2557,21,0,-2,-1
2558,52,0,-1,0
2559,23,0,2,2
2560,24,0,1,2
2561,51,0,2,2
2562,52,1,1,0
2563,21,0,2,2
2564,54,0,2,2
2565,24,0,-2,-1
2566,20,0,-1,0
2567,52,0,0,1
2568,25,0,2,2
2569,21,0,0,1
2570,51,0,0,1
2571,23,0,-2,-1
2572,21,0,-2,-1
2573,53,0,0,1
2574,54,0,-1,0
2575,25,0,1,2
2576,52,0,1,2
2577,51,0,1,2
2578,23,0,-2,-1
2579,24,0,0,1
2580,24,0,-2,-1
2581,24,0,2,2
2582,22,0,-1,0
2583,22,1,-1,-2
2584,50,0,1,2
2585,23,0,1,2
2586,24,0,2,2
2587,53,1,2,1
2588,53,0,-2,-1
2589,53,0,-2,-1
2590,51,0,1,2
2591,24,0,-2,-1
2592,54,0,-1,0
2593,52,0,2,2
2594,21,0,-2,-1
2595,24,0,0,1
2596,53,0,-1,0
2597,54,0,2,2
2598,52,0,0,1
2599,23,0,1,2
2600,53,0,0,1
2601,25,0,0,1
2602,54,0,0,1
2603,53,0,-2,-1
2604,53,1,-1,-2
2605,25,0,-1,0
2606,51,0,1,2
2607,24,0,-2,-1
2608,51,0,1,2
2609,53,0,2,2
2610,22,0,0,1
2611,55,0,-2,-1
2612,52,0,-1,0
2613,52,0,1,2
2614,51,0,0,1
2615,51,0,2,2
2616,24,0,-2,-1
2617,50,0,-1,0
2618,24,0,-1,0
2619,22,0,0,1
2620,52,1,-2,-2
2621,55,1,-2,-2
2622,23,0,-2,-1
2623,52,0,0,1
2624,23,0,-1,0
2625,55,0,-1,0
2626,54,0,2,2
2627,53,0,-1,0
2628,22,0,0,1
2629,21,0,1,2
2630,55,0,0,1
2631,51,0,-1,0
2632,22,0,-1,0
2633,22,0,-2,-1
2634,53,0,-1,0
2635,22,0,1,2
2636,23,0,-1,0
2637,20,1,0,-1
2638,23,0,2,2
2639,24,0,-2,-1
2640,54,0,2,2
2641,52,0,-1,0
2642,52,1,-1,-2
2643,52,0,2,2
2644,51,0,0,1
2645,51,1,-2,-2
2646,54,0,0,1
2647,50,2,1,-1
2648,24,0,-1,0
2649,23,0,-1,0
2650,50,0,0,1
2651,23,0,-2,-1
2652,54,1,0,-1
2653,23,1,1,0
2654,21,0,2,2
2655,51,0,-2,-1
2656,51,0,0,1
2657,50,0,-1,0
2658,52,0,1,2
2659,53,0,0,1
2660,20,0,2,2
2661,23,0,0,1
2662,52,0,-1,0
2663,25,0,1,2
2664,54,0,1,2
2665,23,0,0,1
2666,52,0,-1,0
2667,50,0,2,2
2668,55,0,-2,-1
2669,53,0,2,2
2670,24,0,-2,-1
2671,23,0,2,2
2672,52,0,0,1
2673,22,0,-2,-1
2674,23,0,1,2
2675,50,0,-1,0
2676,53,0,0,1
2677,22,0,-2,-1
2678,52,0,1,2
2679,21,0,-1,0
2680,23,0,2,2
2681,53,0,1,2
2682,53,0,-2,-1
2683,20,1,0,-1
2684,22,1,2,1
2685,51,0,0,1
2686,53,0,1,2
2687,50,0,0,1
2688,53,1,1,0
2689,23,0,-1,0
2690,53,1,0,-1
2691,53,0,-2,-1
2692,55,0,1,2
2693,54,0,-1,0
2694,24,0,2,2
2695,25,0,-1,0
2696,21,2,0,-2
2697,51,0,-1,0
2698,55,0,2,2
2699,23,0,-2,-1
2700,51,1,1,0
2701,23,0,2,2
2702,20,0,0,1
2703,55,0,2,2
2704,55,0,0,1
2705,54,0,-2,-1
2706,54,1,2,1
2707,21,0,2,2
2708,20,0,-2,-1
2709,52,0,0,1
2710,50,0,0,1
2711,23,1,0,-1
2712,25,0,1,2
2713,53,0,0,1
2714,53,0,2,2
2715,54,0,1,2
2716,23,1,-2,-2
2717,24,0,0,1
2718,23,0,-1,0
2719,22,0,-2,-1
2720,20,0,1,2
2721,52,1,0,-1
2722,24,0,-2,-1
2723,52,0,2,2
2724,20,1,2,1
2725,54,1,0,-1
2726,53,1,-2,-2
2727,24,0,-2,-1
2728,53,0,0,1
2729,53,0,-2,-1
2730,52,0,2,2
2731,21,0,1,2
2732,24,0,2,2
2733,53,1,0,-1
2734,23,0,-2,-1
2735,22,0,-1,0
2736,52,0,2,2
2737,54,0,0,1
2738,55,0,-2,-1
2739,21,0,-1,0
2740,21,0,-1,0
2741,52,0,0,1
2742,24,0,1,2
2743,55,0,1,2
2744,22,0,-2,-1
2745,52,1,-2,-2
2746,54,0,-2,-1
2747,55,0,-2,-1
2748,22,0,-2,-1
2749,51,0,-2,-1
2750,24,0,2,2
2751,51,0,-2,-1
2752,53,0,-1,0
2753,25,0,2,2
2754,53,0,-2,-1
2755,23,0,2,2
2756,23,0,-2,-1
2757,20,0,1,2
2758,21,1,-1,-2
2759,22,0,-1,0
2760,50,0,-1,0
2761,22,0,2,2
2762,52,0,-2,-1
2763,55,0,-2,-1
2764,52,0,2,2
2765,52,0,-2,-1
2766,22,0,2,2
2767,51,0,-2,-1
2768,52,0,1,2
2769,51,0,0,1
2770,22,0,2,2
2771,22,0,0,1
2772,20,0,0,1
2773,54,0,-1,0
2774,51,0,2,2
2775,23,0,1,2
2776,23,1,1,0
2777,22,0,0,1
2778,25,0,2,2
2779,21,0,-1,0
2780,50,0,0,1
2781,24,0,2,2
2782,50,0,0,1
2783,24,0,2,2
2784,51,1,0,-1
2785,52,0,2,2
2786,22,0,2,2
2787,23,1,1,0
2788,22,0,-1,0
2789,25,0,-2,-1
2790,24,1,1,0
2791,23,0,0,1
2792,24,0,-1,0
2793,24,0,0,1
2794,52,0,-2,-1
2795,50,1,0,-1
2796,53,0,-1,0
2797,55,0,2,2
2798,54,0,1,2
2799,52,0,-2,-1
2800,51,1,-1,-2
2801,52,0,-2,-1
2802,24,0,-2,-1
2803,52,0,0,1
2804,51,0,0,1
2805,50,0,-2,-1
2806,55,0,0,1
2807,53,0,2,2
2808,52,1,-1,-2
2809,20,0,0,1
2810,22,1,-1,-2
2811,21,1,-2,-2
2812,53,0,0,1
2813,23,0,0,1
2814,22,0,1,2
2815,24,1,0,-1
2816,22,0,2,2
2817,52,0,-1,0
2818,24,1,-1,-2
2819,20,0,-2,-1
2820,53,0,-1,0
2821,52,0,0,1
2822,21,0,-2,-1
2823,22,0,2,2
2824,22,1,1,0
2825,24,0,-1,0
2826,25,0,1,2
2827,23,0,2,2
2828,54,0,0,1
2829,23,0,2,2
2830,25,0,2,2
2831,25,0,-2,-1
2832,24,0,-1,0
2833,53,0,2,2
2834,23,0,-1,0
2835,53,0,0,1
2836,24,0,-1,0
2837,23,0,0,1
2838,24,0,-1,0
2839,53,0,2,2
2840,24,0,-1,0
2841,23,0,2,2
2842,24,0,-2,-1
2843,54,0,-1,0
2844,21,0,0,1
2845,22,0,-2,-1
2846,51,0,-1,0
2847,21,0,1,2
2848,22,0,0,1
2849,52,0,1,2
2850,50,0,0,1
2851,53,1,2,1
2852,23,0,0,1
2853,21,0,2,2
2854,23,0,1,2
2855,20,0,0,1
2856,51,0,1,2
2857,22,0,0,1
2858,50,1,-1,-2
2859,23,0,1,2
2860,24,0,2,2
2861,51,0,2,2
2862,51,0,-2,-1
2863,55,0,0,1
2864,53,0,0,1
2865,54,0,-1,0
2866,22,0,-2,-1
2867,51,0,-2,-1
2868,52,1,2,1
2869,54,0,0,1
2870,53,0,2,2
2871,24,0,0,1
2872,21,0,2,2
2873,24,0,0,1
2874,22,0,1,2
2875,51,0,-1,0
2876,22,0,-1,0
2877,55,0,-1,0
2878,55,0,2,2
2879,51,0,2,2
2880,50,1,0,-1
2881,22,0,0,1
2882,53,0,2,2
2883,52,1,2,1
2884,23,0,1,2
2885,23,0,-1,0
2886,53,1,-1,-2
2887,23,0,-2,-1
2888,54,0,-2,-1
2889,51,0,0,1
2890,54,0,-2,-1
2891,54,0,2,2
2892,51,1,-2,-2
2893,21,0,0,1
2894,24,0,2,2
2895,23,0,-2,-1
2896,51,0,-2,-1
2897,51,0,-1,0
2898,53,0,2,2
2899,20,0,0,1
2900,21,0,1,2
2901,54,1,2,1
2902,21,0,-2,-1
2903,53,0,2,2
2904,50,0,-1,0
2905,20,0,1,2
2906,25,0,2,2
2907,52,1,1,0
2908,52,0,-1,0
2909,53,0,-1,0
2910,51,0,-2,-1
2911,53,0,1,2
2912,22,0,1,2
2913,25,0,2,2
2914,22,0,2,2
2915,22,1,1,0
2916,24,0,1,2
2917,23,0,2,2
2918,22,0,-1,0
2919,23,0,1,2
2920,52,0,1,2
2921,22,0,2,2
2922,51,0,2,2
2923,24,0,2,2
2924,51,0,-2,-1
2925,54,0,-2,-1
2926,23,0,0,1
2927,25,0,2,2
2928,21,1,-1,-2
2929,52,0,1,2
2930,20,0,-2,-1
2931,51,0,1,2
2932,21,0,-2,-1
2933,21,0,0,1
2934,23,0,-2,-1
2935,55,0,-2,-1
2936,21,0,-1,0
2937,22,0,-2,-1
2938,51,0,-2,-1
2939,55,0,1,2
2940,25,0,-2,-1
2941,53,0,0,1
2942,53,1,1,0
2943,51,0,2,2
2944,23,0,-1,0
2945,23,0,0,1
2946,51,1,1,0
2947,24,0,-1,0
2948,24,0,2,2
2949,23,0,2,2
2950,24,0,-1,0
2951,52,0,-1,0
2952,51,0,1,2
2953,53,1,-1,-2
2954,21,0,-2,-1
2955,50,0,1,2
2956,25,1,-1,-2
2957,22,0,2,2
2958,54,0,-2,-1
2959,22,0,-2,-1
2960,24,0,1,2
2961,51,1,-1,-2
2962,53,0,-2,-1
2963,22,0,-1,0
2964,54,0,-2,-1
2965,50,0,0,1
2966,55,0,-1,0
2967,25,1,1,0
2968,25,0,2,2
2969,54,0,1,2
2970,50,0,-1,0
2971,22,0,2,2
2972,23,0,-1,0
2973,54,0,-1,0
2974,52,0,2,2
2975,21,0,0,1
2976,25,0,-2,-1
2977,24,1,1,0
2978,22,0,0,1
2979,50,0,-1,0
2980,54,0,-1,0
2981,23,0,1,2
2982,51,0,2,2
2983,23,0,2,2
2984,20,0,0,1
2985,21,0,-2,-1
2986,25,1,2,1
2987,53,1,1,0
2988,21,0,-1,0
2989,55,0,0,1
2990,51,0,-2,-1
2991,21,0,-2,-1
2992,24,0,-1,0
2993,55,0,1,2
2994,52,0,0,1
2995,52,0,0,1
2996,54,0,1,2
2997,52,1,-2,-2
2998,51,0,-2,-1
2999,20,0,0,1
3000,52,0,-1,0
3001,51,0,1,2
3002,21,1,-2,-2
3003,23,0,0,1
3004,52,0,1,2
3005,51,0,2,2
3006,24,0,0,1
3007,24,0,2,2
3008,50,0,-2,-1
3009,21,1,-1,-2
3010,53,0,-1,0
3011,55,1,2,1
3012,21,0,-2,-1
3013,25,0,2,2
3014,21,0,0,1
3015,53,0,-1,0
3016,52,0,0,1
3017,53,0,2,2
3018,20,0,2,2
3019,22,0,2,2
3020,23,0,2,2
3021,24,0,1,2
3022,24,0,-1,0
3023,24,0,2,2
3024,52,0,0,1
3025,22,0,-2,-1
3026,25,0,-1,0
3027,21,1,2,1
3028,52,1,0,-1
3029,54,0,-1,0
3030,20,1,0,-1
3031,51,0,-1,0
3032,53,0,1,2
3033,21,0,1,2
3034,24,0,0,1
3035,24,0,0,1
3036,51,0,-1,0
3037,51,0,2,2
3038,54,0,2,2
3039,50,0,-1,0
3040,50,1,-1,-2
3041,51,0,-1,0
3042,55,0,0,1
3043,52,0,1,2
3044,21,0,0,1
3045,53,0,1,2
3046,52,0,2,2
3047,51,0,2,2
3048,25,0,0,1
3049,50,0,-2,-1
3050,21,0,0,1
3051,23,0,2,2
3052,24,0,1,2
3053,21,1,2,1
3054,50,0,-1,0
3055,20,0,2,2
3056,21,0,0,1
3057,21,0,-2,-1
3058,53,0,1,2
3059,20,0,1,2
3060,22,1,0,-1
3061,22,1,-1,-2
3062,24,0,-1,0
3063,51,0,-2,-1
3064,21,0,-2,-1
3065,53,0,-2,-1
3066,24,0,0,1
3067,52,0,-2,-1
3068,24,1,2,1
3069,21,0,2,2
3070,52,0,2,2
3071,22,0,-1,0
3072,53,0,2,2
3073,52,0,2,2
3074,54,0,1,2
3075,25,0,1,2
3076,24,1,-2,-2
3077,54,0,-1,0
3078,52,0,1,2
3079,23,0,1,2
3080,21,0,0,1
3081,55,1,1,0
3082,22,0,-1,0
3083,21,0,-2,-1
3084,51,0,2,2
3085,51,0,1,2
3086,54,0,0,1
3087,22,1,0,-1
3088,55,0,-1,0
3089,51,0,0,1
3090,51,0,0,1
3091,23,1,-2,-2
3092,24,0,-1,0
3093,54,0,0,1
3094,53,0,1,2
3095,53,0,-2,-1
3096,52,0,-2,-1
3097,52,0,0,1
3098,53,0,1,2
3099,21,0,0,1
3100,53,0,2,2
3101,22,0,0,1
3102,23,1,-1,-2
3103,55,0,2,2
3104,52,0,-2,-1
3105,52,0,-1,0
3106,51,0,-2,-1
3107,52,0,0,1
3108,24,0,1,2
3109,23,0,2,2
3110,54,0,-2,-1
3111,50,0,2,2
3112,24,0,2,2
3113,21,0,0,1
3114,22,0,-2,-1
3115,51,0,0,1
3116,53,1,-1,-2
3117,55,0,2,2
3118,54,1,-2,-2
3119,54,0,1,2
3120,51,0,0,1
3121,20,0,1,2
3122,24,0,-2,-1
3123,51,0,-1,0
3124,20,1,1,0
3125,51,0,0,1
3126,50,1,2,1
3127,23,0,0,1
3128,25,0,1,2
3129,22,0,1,2
3130,23,1,2,1
3131,23,0,0,1
3132,23,0,0,1
3133,23,0,-1,0
3134,23,0,-2,-1
3135,54,0,0,1
3136,20,0,0,1
3137,23,0,-1,0
3138,51,0,2,2
3139,55,0,2,2
3140,21,0,1,2
3141,51,1,-2,-2
3142,22,0,-2,-1
3143,20,0,2,2
3144,53,0,-2,-1
3145,50,0,0,1
3146,53,0,-2,-1
3147,52,0,-2,-1
3148,54,1,-1,-2
3149,20,0,-1,0
3150,52,0,-2,-1
3151,51,0,2,2
3152,55,0,2,2
3153,23,0,-2,-1
3154,21,0,1,2
3155,51,0,0,1
3156,51,0,2,2
3157,51,0,-2,-1
3158,52,0,0,1
3159,20,0,0,1
3160,54,0,-1,0
3161,21,0,2,2
3162,21,0,1,2
3163,53,0,0,1
3164,25,0,0,1
3165,21,0,2,2
3166,53,0,0,1
3167,23,0,1,2
3168,20,0,-2,-1
3169,22,0,2,2
3170,52,0,-2,-1
3171,21,0,2,2
3172,54,0,-2,-1
3173,23,0,2,2
3174,22,0,2,2
3175,22,0,1,2
3176,25,0,2,2
3177,52,1,0,-1
3178,50,0,-1,0
3179,51,0,0,1
3180,51,0,2,2
3181,55,0,1,2
3182,20,0,-2,-1
3183,52,0,-2,-1
3184,24,0,-1,0
3185,54,0,-1,0
3186,50,0,-1,0
3187,20,0,-1,0
3188,53,0,0,1
3189,52,0,-1,0
3190,51,0,1,2
3191,20,0,-1,0
3192,54,0,-1,0
3193,51,0,0,1
3194,51,1,-2,-2
3195,51,1,-1,-2
3196,20,0,2,2
3197,50,0,-2,-1
3198,22,0,0,1
3199,21,0,2,2
3200,50,0,-2,-1
3201,50,0,-1,0
3202,51,0,0,1
3203,52,0,2,2
3204,52,0,-2,-1
3205,54,0,-1,0
3206,24,0,2,2
3207,52,0,1,2
3208,24,0,2,2
3209,20,0,0,1
3210,20,0,-2,-1
3211,52,0,1,2
3212,54,0,2,2
3213,53,2,-2,-2
3214,24,0,-1,0
3215,22,0,0,1
3216,21,0,0,1
3217,25,1,0,-1
3218,23,0,0,1
3219,23,0,2,2
3220,52,0,0,1
3221,54,1,-1,-2
3222,23,0,2,2
3223,21,0,-1,0
3224,20,0,-2,-1
3225,54,0,-2,-1
3226,51,0,2,2
3227,54,0,0,1
3228,22,0,2,2
3229,21,0,1,2
3230,52,0,2,2
3231,51,0,0,1
3232,22,0,2,2
3233,21,0,-1,0
3234,52,0,0,1
3235,23,0,1,2
3236,23,0,2,2
3237,20,0,-2,-1
3238,23,0,2,2
3239,51,0,1,2
3240,21,0,1,2
3241,54,0,2,2
3242,50,0,-2,-1
3243,21,2,0,-2
3244,23,1,1,0
3245,21,0,-1,0
3246,50,0,-2,-1
3247,50,1,-1,-2
3248,53,0,1,2
3249,50,0,1,2
3250,55,0,1,2
3251,24,0,-2,-1
3252,25,0,0,1
3253,23,0,-2,-1
3254,21,0,-2,-1
3255,24,1,-2,-2
3256,22,0,-1,0
3257,21,0,-1,0
3258,54,1,2,1
3259,53,0,0,1
3260,50,0,-1,0
3261,22,0,0,1
3262,21,0,1,2
3263,20,0,0,1
3264,21,0,-1,0
3265,22,0,-2,-1
3266,21,1,0,-1
3267,24,1,-2,-2
3268,24,0,0,1
3269,24,0,-1,0
3270,50,0,1,2
3271,21,0,1,2
3272,20,0,-2,-1
3273,55,1,0,-1
3274,22,0,2,2
3275,21,1,-2,-2
3276,24,0,2,2
3277,25,0,2,2
3278,53,0,-1,0
3279,52,0,0,1
3280,54,0,-2,-1
3281,24,0,-1,0
3282,50,0,0,1
3283,22,0,1,2
3284,55,0,2,2
3285,54,1,2,1
3286,50,0,-1,0
3287,21,1,1,0
3288,24,0,0,1
3289,25,1,-1,-2
3290,21,0,-2,-1
3291,53,0,-2,-1
3292,22,0,1,2
3293,52,0,2,2
3294,53,0,-2,-1
3295,53,0,-2,-1
3296,21,0,1,2
3297,50,0,-1,0
3298,24,0,0,1
3299,24,0,2,2
3300,25,1,-2,-2
3301,20,0,-1,0
3302,21,0,1,2
3303,25,0,-1,0
3304,22,0,-1,0
3305,25,1,1,0
3306,21,0,2,2
3307,23,0,2,2
3308,21,0,-1,0
3309,53,0,-2,-1
3310,23,0,-2,-1
3311,21,0,1,2
3312,54,0,2,2
3313,23,0,0,1
3314,55,0,-1,0
3315,23,0,2,2
3316,24,0,2,2
3317,52,0,2,2
3318,21,0,-2,-1
3319,55,0,0,1
3320,53,0,0,1
3321,52,0,-1,0
3322,50,0,-1,0
3323,51,0,-2,-1
3324,51,0,-2,-1
3325,52,0,-2,-1
3326,21,0,1,2
3327,50,0,-1,0
3328,52,0,1,2
3329,55,0,-2,-1
3330,55,0,-1,0
3331,54,0,0,1
3332,22,0,0,1
3333,51,0,-1,0
3334,53,0,-1,0
3335,23,0,2,2
3336,20,0,1,2
3337,22,0,2,2
3338,24,0,0,1
3339,55,1,1,0
3340,52,0,-1,0
3341,23,0,-1,0
3342,54,1,2,1
3343,22,0,2,2
3344,51,0,1,2
3345,25,0,-1,0
3346,25,0,2,2
3347,20,0,0,1
3348,52,0,0,1
3349,24,0,-2,-1
3350,23,0,-1,0
3351,51,1,2,1
3352,53,0,2,2
3353,50,0,0,1
3354,24,0,-1,0
3355,23,0,-2,-1
3356,54,0,-2,-1
3357,22,0,0,1
3358,54,0,1,2
3359,21,1,2,1
3360,25,0,0,1
3361,52,0,0,1
3362,54,0,-2,-1
3363,22,0,1,2
3364,51,1,-1,-2
3365,24,0,2,2
3366,23,0,0,1
3367,51,1,-2,-2
3368,23,0,-2,-1
3369,24,0,0,1
3370,52,0,-2,-1
3371,51,0,1,2
3372,54,0,0,1
3373,24,0,-2,-1
3374,51,1,2,1
3375,23,0,2,2
3376,20,1,2,1
3377,24,0,-2,-1
3378,24,0,-2,-1
3379,24,0,1,2
3380,21,0,-1,0
3381,22,0,0,1
3382,50,0,-1,0
3383,24,0,-1,0
3384,25,0,-1,0
3385,51,0,0,1
3386,51,0,1,2
3387,24,1,0,-1
3388,24,0,-2,-1
3389,55,0,2,2
3390,25,0,-2,-1
3391,21,0,-2,-1
3392,24,0,-1,0
3393,24,0,2,2
3394,51,0,2,2
3395,53,0,0,1
3396,50,1,1,0
3397,24,0,-1,0
3398,54,0,1,2
3399,24,0,-2,-1
3400,52,0,0,1
3401,21,0,2,2
3402,50,0,-1,0
3403,24,0,-2,-1
3404,52,0,2,2
3405,51,0,0,1
3406,24,0,2,2
3407,53,1,-1,-2
3408,21,0,0,1
3409,23,1,-1,-2
3410,20,0,-1,0
3411,22,0,0,1
3412,23,0,1,2
3413,53,0,0,1
3414,22,1,1,0
3415,52,1,-1,-2
3416,21,0,0,1
3417,22,0,-1,0
3418,25,0,2,2
3419,52,1,1,0
3420,54,0,1,2
3421,23,0,1,2
3422,25,0,2,2
3423,55,2,2,0
3424,54,0,2,2
3425,25,0,-2,-1
3426,52,0,-1,0
3427,52,0,-2,-1
3428,51,0,0,1
3429,21,0,-1,0
3430,24,0,-1,0
3431,23,0,-2,-1
3432,51,0,-1,0
3433,51,0,2,2
3434,51,0,-2,-1
3435,25,0,-2,-1
3436,53,0,0,1
3437,54,1,-2,-2
3438,50,1,-2,-2
3439,21,0,-1,0
3440,22,0,-2,-1
3441,25,0,0,1
3442,55,0,0,1
3443,24,0,0,1
3444,24,0,-2,-1
3445,24,0,2,2
3446,54,0,-2,-1
3447,24,0,2,2
3448,24,0,-1,0
3449,25,0,-2,-1
3450,51,0,-1,0
3451,55,0,0,1
3452,22,0,0,1
3453,23,0,-2,-1
3454,21,0,-2,-1
3455,51,0,2,2
3456,53,0,2,2
3457,24,0,-2,-1
3458,23,0,-1,0
3459,22,0,1,2
3460,21,0,2,2
3461,52,1,-2,-2
3462,51,0,2,2
3463,24,0,0,1
3464,53,0,0,1
3465,22,0,0,1
3466,52,1,0,-1
3467,23,0,-2,-1
3468,51,0,2,2
3469,51,0,1,2
3470,52,0,-1,0
3471,51,0,2,2
3472,55,0,-2,-1
3473,51,0,0,1
3474,53,0,2,2
3475,53,0,-1,0
3476,55,0,-2,-1
3477,54,0,-1,0
3478,50,0,-1,0
3479,53,0,-1,0
3480,51,1,-1,-2
3481,24,0,0,1
3482,23,0,-1,0
3483,24,0,-2,-1
3484,23,0,-1,0
3485,21,0,2,2
3486,51,0,2,2
3487,25,1,1,0
3488,22,1,1,0
3489,52,0,2,2
3490,51,0,-2,-1
3491,22,0,2,2
3492,53,0,0,1
3493,22,0,-2,-1
3494,51,0,-2,-1
3495,54,0,-2,-1
3496,20,0,1,2
3497,21,1,1,0
3498,54,0,-1,0
3499,53,0,-1,0
3500,51,0,-1,0
3501,51,0,1,2
3502,53,0,-2,-1
3503,52,0,0,1
3504,54,0,-2,-1
3505,53,0,1,2
3506,24,0,-2,-1
3507,22,0,-2,-1
3508,55,0,-2,-1
3509,25,0,1,2
3510,24,0,0,1
3511,20,1,-2,-2
3512,21,0,1,2
3513,53,0,0,1
3514,23,0,-1,0
3515,24,0,1,2
3516,24,0,-2,-1
3517,23,0,-1,0
3518,24,0,1,2
3519,22,0,2,2
3520,51,0,0,1
3521,20,0,0,1
3522,23,0,2,2
3523,23,0,-2,-1
3524,51,0,0,1
3525,53,0,2,2
3526,20,0,0,1
3527,24,0,1,2
3528,21,0,-1,0
3529,53,2,-1,-2
3530,55,0,2,2
3531,21,0,1,2
3532,20,1,0,-1
3533,23,0,-2,-1
3534,21,0,-2,-1
3535,23,0,0,1
3536,50,0,1,2
3537,55,0,1,2
3538,52,0,2,2
3539,51,0,-2,-1
3540,53,0,-2,-1
3541,20,0,-1,0
3542,55,1,2,1
3543,51,0,-1,0
3544,52,0,0,1
3545,21,1,1,0
3546,54,1,0,-1
3547,51,0,2,2
3548,23,0,0,1
3549,23,0,0,1
3550,24,0,-2,-1
3551,22,1,-1,-2
3552,53,0,2,2
3553,21,0,0,1
3554,23,0,2,2
3555,53,0,-2,-1
3556,51,0,1,2
3557,54,0,-2,-1
3558,23,0,1,2
3559,24,0,-2,-1
3560,53,0,-2,-1
3561,51,0,-1,0
3562,25,0,-1,0
3563,52,0,1,2
3564,51,0,-1,0
3565,22,0,1,2
3566,22,1,0,-1
3567,21,0,-2,-1
3568,51,1,1,0
3569,24,0,-1,0
3570,54,0,-2,-1
3571,24,1,2,1
3572,50,0,2,2
3573,52,0,1,2
3574,25,2,1,-1
3575,24,0,1,2
3576,51,0,1,2
3577,21,0,-1,0
3578,25,0,2,2
3579,52,0,0,1
3580,55,0,0,1
3581,54,0,-2,-1
3582,54,0,0,1
3583,52,0,0,1
3584,54,0,-2,-1
3585,20,1,1,0
3586,23,0,-1,0
3587,24,0,0,1
3588,54,0,0,1
3589,53,0,0,1
3590,24,0,1,2
3591,20,0,-2,-1
3592,25,0,-2,-1
3593,23,0,1,2
3594,24,0,1,2
3595,24,0,-1,0
3596,21,1,1,0
3597,51,0,-2,-1
3598,53,1,-2,-2
3599,24,0,-1,0
3600,51,0,0,1
3601,21,0,0,1
3602,24,0,1,2
3603,23,0,-2,-1
3604,52,0,-1,0
3605,23,0,0,1
3606,51,0,1,2
3607,51,1,-2,-2
3608,54,0,0,1
3609,50,1,-2,-2
3610,50,0,-2,-1
3611,51,0,2,2
3612,20,0,-1,0
3613,25,0,1,2
3614,22,0,2,2
3615,54,0,-2,-1
3616,23,0,2,2
3617,52,0,0,1
3618,52,0,-2,-1
3619,54,0,0,1
3620,22,0,2,2
3621,21,0,-1,0
3622,22,0,0,1
3623,53,0,2,2
3624,24,0,0,1
3625,55,0,2,2
3626,21,1,2,1
3627,52,0,-1,0
3628,21,0,1,2
3629,20,0,2,2
3630,21,0,1,2
3631,23,0,2,2
3632,24,0,1,2
3633,50,0,1,2
3634,54,0,0,1
3635,54,1,1,0
3636,51,0,0,1
3637,20,0,2,2
3638,55,0,2,2
3639,50,0,0,1
3640,22,0,0,1
3641,21,0,-2,-1
3642,51,0,0,1
3643,21,1,1,0
3644,51,0,0,1
3645,24,0,-2,-1
3646,55,1,0,-1
3647,21,0,-1,0
3648,22,0,1,2
3649,23,0,0,1
3650,54,0,-1,0
3651,24,0,-2,-1
3652,23,0,0,1
3653,21,0,0,1
3654,51,0,-1,0
3655,53,1,2,1
3656,23,0,-2,-1
3657,25,0,-1,0
3658,22,0,0,1
3659,24,1,-2,-2
3660,54,0,2,2
3661,52,0,-1,0
3662,22,0,-1,0
3663,25,0,-1,0
3664,51,1,2,1
3665,53,0,1,2
3666,51,0,-1,0
3667,24,0,-1,0
3668,22,0,2,2
3669,22,0,-1,0
3670,21,0,-1,0
3671,23,0,1,2
3672,52,0,-1,0
3673,24,0,1,2
3674,55,1,2,1
3675,51,1,2,1
3676,23,0,-2,-1
3677,21,1,2,1
